fria;medianoche;baja;norte;calida;media;muy_baja;alta;baja;baja;baja;media;alta;activo;activo;activo;detenido;activo;activo;detenido;detenido;detenido;detenido;medio;medio;alto;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
calurosa;manana;baja;sur;baja;muy_alta;muy_baja;alta;media;baja;alta;alta;alta;detenido;activo;activo;detenido;activo;activo;activo;activo;detenido;detenido;medio;alto;medio;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
calurosa;madrugada;media;oeste;muy_calurosa;muy_baja;alta;baja;baja;baja;baja;baja;alta;detenido;detenido;activo;detenido;activo;activo;detenido;detenido;activo;detenido;alto;medio;alto;muy_bajo;muy_bajo;muy_bajo;bajo;muy_bajo;sin_alerta
calurosa;mediodia;media;oeste;baja;baja;alta;baja;baja;baja;baja;baja;alta;detenido;activo;activo;activo;activo;activo;activo;activo;activo;detenido;alto;medio;alto;bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
helada;mediodia;media;sur;calida;media;alta;alta;alta;alta;alta;alta;alta;activo;detenido;detenido;detenido;detenido;activo;activo;activo;detenido;activo;medio;medio;alto;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
muy_helada;madrugada;media;norte;calida;muy_baja;muy_baja;media;alta;alta;baja;alta;alta;detenido;detenido;detenido;activo;activo;activo;detenido;activo;detenido;detenido;alto;medio;alto;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
muy_helada;mediodia;media;oeste;calida;baja;media;alta;alta;alta;baja;media;alta;detenido;detenido;detenido;detenido;detenido;detenido;detenido;detenido;detenido;detenido;medio;medio;medio;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
calida;medianoche;media;sur;baja;baja;alta;baja;baja;baja;alta;baja;alta;detenido;detenido;detenido;detenido;activo;detenido;activo;activo;activo;activo;alto;medio;alto;bajo;bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
calurosa;manana;baja;norte;baja;muy_alta;muy_baja;alta;alta;alta;alta;alta;alta;detenido;activo;activo;activo;detenido;activo;activo;detenido;activo;activo;alto;bajo;alto;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
calurosa;madrugada;media;este;calurosa;muy_baja;alta;alta;alta;baja;baja;alta;alta;detenido;activo;activo;activo;activo;activo;activo;activo;activo;activo;medio;bajo;medio;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
muy_helada;medianoche;media;norte;calurosa;muy_alta;alta;alta;alta;baja;baja;baja;alta;detenido;detenido;detenido;detenido;detenido;activo;activo;detenido;activo;detenido;alto;medio;alto;bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
helada;medianoche;baja;norte;baja;muy_baja;muy_baja;alta;baja;alta;baja;baja;alta;activo;activo;activo;activo;detenido;activo;detenido;activo;activo;detenido;medio;medio;alto;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
fria;manana;media;este;calida;muy_baja;alta;alta;alta;baja;alta;alta;alta;activo;detenido;activo;activo;activo;activo;activo;detenido;detenido;activo;alto;medio;alto;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
fria;madrugada;baja;sur;calida;alta;media;baja;baja;alta;baja;alta;alta;activo;activo;activo;detenido;detenido;activo;detenido;activo;detenido;activo;alto;medio;medio;muy_bajo;bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
calida;medianoche;media;este;baja;muy_baja;alta;alta;baja;alta;baja;alta;alta;detenido;activo;activo;detenido;detenido;detenido;detenido;detenido;activo;activo;alto;alto;alto;bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
calida;madrugada;media;este;muy_calurosa;muy_baja;alta;baja;media;baja;baja;alta;alta;detenido;activo;detenido;activo;detenido;detenido;detenido;detenido;detenido;detenido;alto;alto;alto;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
calurosa;manana;media;sur;baja;muy_baja;alta;alta;baja;baja;baja;baja;alta;activo;activo;activo;activo;activo;activo;activo;detenido;detenido;detenido;medio;medio;alto;muy_bajo;bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
helada;mediodia;media;oeste;calida;baja;muy_baja;baja;baja;baja;baja;baja;alta;detenido;detenido;detenido;detenido;detenido;detenido;detenido;detenido;detenido;detenido;alto;alto;alto;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
helada;medianoche;baja;este;calida;baja;media;baja;alta;alta;baja;baja;alta;detenido;activo;activo;activo;activo;activo;detenido;activo;activo;activo;alto;medio;alto;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
muy_helada;mediodia;media;oeste;calida;media;media;alta;alta;alta;alta;baja;alta;detenido;detenido;detenido;detenido;detenido;detenido;detenido;detenido;detenido;detenido;alto;alto;alto;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
muy_helada;noche;baja;oeste;fresca;baja;alta;baja;alta;baja;media;alta;alta;detenido;activo;activo;activo;detenido;detenido;activo;activo;activo;activo;alto;medio;alto;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
calida;madrugada;media;sur;calurosa;muy_baja;alta;alta;alta;baja;baja;baja;alta;detenido;activo;activo;detenido;activo;activo;detenido;activo;detenido;activo;alto;medio;alto;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
fria;medianoche;media;sur;muy_calurosa;muy_baja;alta;baja;media;alta;baja;baja;alta;detenido;detenido;activo;activo;activo;activo;detenido;detenido;activo;detenido;alto;medio;alto;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
muy_helada;mediodia;media;sur;calurosa;baja;muy_alta;alta;baja;alta;baja;alta;alta;detenido;activo;activo;detenido;detenido;detenido;activo;detenido;detenido;detenido;alto;medio;alto;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
calurosa;medianoche;baja;oeste;calida;alta;muy_baja;baja;baja;baja;baja;baja;alta;activo;activo;detenido;detenido;activo;detenido;activo;detenido;activo;detenido;medio;medio;bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
calida;madrugada;baja;sur;baja;muy_alta;media;alta;alta;alta;baja;baja;alta;detenido;activo;detenido;activo;activo;activo;detenido;activo;activo;detenido;alto;medio;bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
helada;medianoche;media;este;fresca;muy_baja;muy_baja;baja;baja;baja;baja;alta;alta;detenido;detenido;detenido;detenido;activo;detenido;detenido;detenido;detenido;activo;alto;medio;alto;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
muy_helada;tarde;baja;oeste;calida;media;media;alta;alta;alta;alta;alta;alta;detenido;activo;activo;activo;activo;activo;detenido;detenido;activo;activo;medio;medio;alto;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
calurosa;madrugada;media;este;baja;muy_alta;baja;baja;media;media;alta;baja;alta;detenido;activo;detenido;activo;activo;activo;activo;detenido;detenido;detenido;alto;bajo;bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
helada;medianoche;baja;oeste;calida;muy_alta;muy_baja;baja;alta;alta;baja;baja;alta;detenido;activo;detenido;detenido;detenido;detenido;detenido;activo;detenido;detenido;alto;medio;bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;muy_bajo;sin_alerta
